iucn_sid,sciname,worms_name,mapped
222,acipenser brevirostrum,acipenser brevirostrum,FALSE
224,acipenser naccarii,acipenser naccarii,FALSE
225,acipenser nudiventris,acipenser nudiventris,FALSE
229,acipenser stellatus,acipenser stellatus,FALSE
230,acipenser sturio,acipenser sturio,FALSE
232,acipenser gueldenstaedtii,acipenser gueldenstaedtii,FALSE
233,acipenser medirostris,acipenser medirostris,FALSE
234,acipenser transmontanus,acipenser transmontanus,FALSE
235,acipenser persicus,acipenser persicus,FALSE
236,acipenser sinensis,acipenser sinensis,FALSE
241,acipenser mikadoi,acipenser mikadoi,FALSE
242,acipenser oxyrinchus,acipenser oxyrinchus,FALSE
243,acipenser oxyrinchus,acipenser oxyrinchus,FALSE
245,acipenser oxyrinchus,acipenser oxyrinchus,FALSE
678,agathothoma finalis,agathotoma finalis,FALSE
907,alosa immaculata,alosa immaculata,TRUE
908,alosa alabamae,alosa alabamae,TRUE
1086,amblyrhynchus cristatus,amblyrhynchus cristatus,TRUE
1308,anisotremus moricandi,anisotremus moricandi,FALSE
1615,choranthias salmopunctatus,choranthias salmopunctatus,FALSE
1793,aonyx capensis,aonyx capensis,FALSE
1866,aplochiton marinus,aplochiton marinus,FALSE
2055,arctocephalus australis,arctocephalus australis,TRUE
2057,arctocephalus galapagoensis,arctocephalus galapagoensis,TRUE
2058,arctocephalus gazella,arctocephalus gazella,TRUE
2059,arctocephalus philippii,arctocephalus philippii,TRUE
2060,arctocephalus pusillus,arctocephalus pusillus,TRUE
2061,arctocephalus townsendi,arctocephalus philippii townsendi,TRUE
2062,arctocephalus tropicalis,arctocephalus tropicalis,TRUE
2064,arctocephalus australis,arctocephalus australis,FALSE
2066,arctocephalus pusillus,arctocephalus pusillus,FALSE
2067,arctocephalus pusillus,arctocephalus pusillus,FALSE
2113,arius madagascariensis,arius madagascariensis,FALSE
2179,assiminea infirma,angustassiminea infima,FALSE
2181,assiminea palauensis,assiminea palauensis,FALSE
2182,assiminea pecos,assiminea pecos,FALSE
2218,astraea heliotropium,astraea heliotropium,FALSE
2352,atherina boyeri,atherina boyeri,FALSE
2467,balaena mysticetus,balaena mysticetus,TRUE
2468,balaena mysticetus,balaena mysticetus,TRUE
2469,balaena mysticetus,balaena mysticetus,TRUE
2472,balaena mysticetus,balaena mysticetus,TRUE
2474,balaenoptera acutorostrata,balaenoptera acutorostrata,TRUE
2475,balaenoptera borealis,balaenoptera borealis,TRUE
2476,balaenoptera edeni,balaenoptera edeni,TRUE
2477,balaenoptera musculus,balaenoptera musculus,TRUE
2478,balaenoptera physalus,balaenoptera physalus,TRUE
2480,balaenoptera bonaerensis,balaenoptera bonaerensis,TRUE
2539,balistes vetula,balistes vetula,FALSE
2621,bathygobius burtoni,bathygobius burtoni,FALSE
2636,bathyraja abyssicola,bathyraja abyssicola,TRUE
2637,batillaria mutata,batillaria mutata,FALSE
2644,batrachoides manglae,batrachoides manglae,FALSE
2762,berardius arnuxii,berardius arnuxii,TRUE
2763,berardius bairdii,berardius bairdii,TRUE
2811,birgus latro,birgus latro,FALSE
2895,bostrychus zonatus,bostrychus zonatus,FALSE
2958,brachionichthys hirsutus,brachionichthys hirsutus,FALSE
3381,butis butis,butis butis,FALSE
3565,callionymus sanctaehelenae,callionymus bairdi,FALSE
3590,callorhinus ursinus,callorhinus ursinus,TRUE
3764,canthigaster rapaensis,canthigaster rapaensis,TRUE
3778,caperea marginata,caperea marginata,TRUE
3851,carcharhinus limbatus,carcharhinus limbatus,TRUE
3852,carcharhinus obscurus,carcharhinus obscurus,TRUE
3853,carcharhinus plumbeus,carcharhinus plumbeus,TRUE
3854,carcharias taurus,carcharias taurus,TRUE
3855,carcharodon carcharias,carcharodon carcharias,TRUE
3856,carcinoscorpius rotundicauda,carcinoscorpius rotundicauda,FALSE
3897,caretta caretta,caretta caretta,TRUE
3898,carettochelys insculpta,carettochelys insculpta,TRUE
4131,centropyge resplendens,centropyge resplendens,TRUE
4159,cephalorhynchus commersonii,cephalorhynchus commersonii,TRUE
4160,cephalorhynchus eutropia,cephalorhynchus eutropia,FALSE
4161,cephalorhynchus heavisidii,cephalorhynchus heavisidii,TRUE
4162,cephalorhynchus hectori,cephalorhynchus hectori,TRUE
4292,cetorhinus maximus,cetorhinus maximus,TRUE
4360,chaetodon flavocoronatus,chaetodon flavocoronatus,TRUE
4361,chaetodon litus,chaetodon litus,TRUE
4362,chaetodon marleyi,chaetodon marleyi,TRUE
4363,prognathodes obliquus,prognathodes obliquus,TRUE
4364,chaetodon robustus,chaetodon robustus,TRUE
4592,cheilinus undulatus,cheilinus undulatus,FALSE
4615,chelonia mydas,chelonia mydas,TRUE
4805,chromis sanctaehelenae,chromis sanctaehelenae,FALSE
4982,clinus spatulatus,clinus spatulatus,TRUE
5119,collisella edmitchelli,lottia edmitchelli,FALSE
5216,conacmella vagans,conacmella vagans,FALSE
5269,conus africanus,conus africanus,TRUE
5270,conus cepasi,conus cepasi,TRUE
5271,conus kohni,conasprella kohni,FALSE
5272,conus nobrei,conus nobrei,TRUE
5273,conus zebroides,conus zebroides,TRUE
5325,emblemariopsis tayrona,emblemariopsis tayrona,TRUE
5362,coregonus artedi,coregonus artedi,FALSE
5486,crassispira sacerdotalis,crassispira sacerdotalis,FALSE
5659,crocodylus acutus,crocodylus acutus,TRUE
5668,crocodylus porosus,crocodylus porosus,TRUE
5675,croilia mossambica,croilia mossambica,FALSE
6069,cymatium parthenopaeum,monoplex parthenopeus,FALSE
6202,cysticus gutta,plesiocystiscus gutta,FALSE
6203,cysticus josephinae,plesiocystiscus josephinae,FALSE
6204,cystophora cristata,cystophora cristata,TRUE
6229,dalatias licha,dalatias licha,TRUE
6335,delphinapterus leucas,delphinapterus leucas,TRUE
6494,dermochelys coriacea,dermochelys coriacea,TRUE
6814,dunckerocampus dactyliophorus,dunckerocampus dactyliophorus,TRUE
6909,dugong dugon,dugong dugon,TRUE
7011,echinus esculentus,echinus esculentus,FALSE
7035,edwardsia ivelli,edwardsia ivelli,FALSE
7134,eleotris sandwicensis,eleotris sandwicensis,FALSE
7135,eleotris melanosoma,eleotris melanosoma,FALSE
7750,enhydra lutris,enhydra lutris,TRUE
7778,entomacrodus cadenati,entomacrodus cadenati,TRUE
7854,epinephelus drummondhayi,epinephelus drummondhayi,TRUE
7855,hyporthodus exsul,hyporthodus exsul,TRUE
7858,epinephelus lanceolatus,epinephelus lanceolatus,TRUE
7859,epinephelus marginatus,epinephelus marginatus,TRUE
7860,hyporthodus nigritus,hyporthodus nigritus,TRUE
7861,hyporthodus niveatus,hyporthodus niveatus,TRUE
7862,epinephelus striatus,epinephelus striatus,TRUE
8005,eretmochelys imbricata,eretmochelys imbricata,TRUE
8010,erignathus barbatus,erignathus barbatus,TRUE
8012,erignathus barbatus,erignathus barbatus,FALSE
8013,erignathus barbatus,erignathus barbatus,FALSE
8097,eschrichtius robustus,eschrichtius robustus,TRUE
8099,eschrichtius robustus,eschrichtius robustus,TRUE
8153,eubalaena australis,eubalaena australis,TRUE
8239,eumetopias jubatus,eumetopias jubatus,TRUE
8261,eunice viridis,no match,FALSE
8262,eunicella verrucosa,eunicella verrucosa,FALSE
8407,eurypegasus draconis,eurypegasus draconis,TRUE
8408,eurypegasus papilio,eurypegasus papilio,TRUE
8409,eurypegasus draconis,eurypegasus draconis,FALSE
8551,feresa attenuata,feresa attenuata,TRUE
8784,gadus morhua,gadus morhua,FALSE
8817,galaxias argenteus,galaxias argenteus,FALSE
8951,gasterosteus aculeatus,gasterosteus aculeatus,FALSE
9175,gibberula cucullata,gibberula cucullata,FALSE
9176,gibberula modica,gibberula modica,FALSE
9177,gibberula puntillum,gibberula punctillum,FALSE
9249,globicephala macrorhynchus,globicephala macrorhynchus,TRUE
9250,globicephala melas,globicephala melas,TRUE
9266,psammogobius biocellatus,psammogobius biocellatus,FALSE
9461,grampus griseus,grampus griseus,TRUE
9463,granulina parilis,granulina parilis,FALSE
9660,halichoerus grypus,halichoerus grypus,TRUE
10016,heteropoma fulva,allepithema fulvum,FALSE
10017,heteropoma glabratum,allepithema glabratum,FALSE
10018,heteropoma pyramis,allepithema pyramis,FALSE
10019,heteropoma quadrasi,allepithema quadrasi,FALSE
10020,heteropoma tuberculatum,allepithema tuberculatum,FALSE
10021,heteropoma turritum,allepithema turritum,FALSE
10030,hexanchus griseus,hexanchus griseus,TRUE
10056,hippocampus capensis,hippocampus capensis,TRUE
10057,hippocampus abdominalis,hippocampus abdominalis,TRUE
10060,hippocampus bargibanti,hippocampus bargibanti,TRUE
10063,hippocampus breviceps,hippocampus breviceps,TRUE
10064,hippocampus camelopardalis,hippocampus camelopardalis,TRUE
10065,hippocampus coronatus,hippocampus coronatus,TRUE
10066,hippocampus erectus,hippocampus erectus,TRUE
10069,hippocampus hippocampus,hippocampus hippocampus,TRUE
10070,hippocampus histrix,hippocampus histrix,TRUE
10072,hippocampus ingens,hippocampus ingens,TRUE
10074,hippocampus jayakari,hippocampus jayakari,TRUE
10075,hippocampus kuda,hippocampus kuda,FALSE
10077,hippocampus minotaur,hippocampus minotaur,TRUE
10082,hippocampus reidi,hippocampus reidi,TRUE
10083,hippocampus sindonis,hippocampus sindonis,TRUE
10087,hippocampus trimaculatus,hippocampus trimaculatus,TRUE
10088,hippocampus whitei,hippocampus whitei,TRUE
10089,hippocampus zosterae,hippocampus zosterae,TRUE
10097,hippoglossus hippoglossus,hippoglossus hippoglossus,FALSE
10105,hippopus hippopus,hippopus hippopus,FALSE
10106,hippopus porcellanus,hippopus porcellanus,FALSE
10268,huso dauricus,huso dauricus,FALSE
10269,huso huso,huso huso,FALSE
10273,huso huso,huso huso,FALSE
10303,hydrodamalis gigas,hydrodamalis gigas,FALSE
10340,hydrurga leptonyx,hydrurga leptonyx,TRUE
10707,hyperoodon ampullatus,hyperoodon ampullatus,TRUE
10708,hyperoodon planifrons,hyperoodon planifrons,TRUE
10724,hypoplectrus providencianus,hypoplectrus providencianus,FALSE
10939,jenkinsia parvula,jenkinsia parvula,TRUE
11030,knipowitschia caucasica,knipowitschia caucasica,FALSE
11047,kogia breviceps,kogia breviceps,TRUE
11048,kogia sima,kogia sima,TRUE
11060,kuhlia marginata,kuhlia marginata,FALSE
11130,lachnolaimus maximus,lachnolaimus maximus,TRUE
11140,lagenodelphis hosei,lagenodelphis hosei,TRUE
11141,lagenorhynchus acutus,lagenorhynchus acutus,TRUE
11142,lagenorhynchus albirostris,lagenorhynchus albirostris,TRUE
11143,lagenorhynchus australis,lagenorhynchus australis,TRUE
11144,lagenorhynchus cruciger,lagenorhynchus cruciger,TRUE
11145,lagenorhynchus obliquidens,lagenorhynchus obliquidens,TRUE
11146,lagenorhynchus obscurus,lagenorhynchus obscurus,TRUE
11150,lagocephalus gloveri,lagocephalus gloveri,TRUE
11191,ophioglossolambis violacea,ophioglossolambis violacea,FALSE
11200,lamna nasus,lamna nasus,TRUE
11368,latiaxis babelis,babelomurex cariniferus,FALSE
11375,latimeria chalumnae,latimeria chalumnae,FALSE
11501,lentipes concolor,lentipes concolor,FALSE
11502,lentipes whittenorum,lentipes whittenorum,FALSE
11533,lepidochelys kempii,lepidochelys kempii,TRUE
11534,lepidochelys olivacea,lepidochelys olivacea,TRUE
11696,leptonychotes weddellii,leptonychotes weddellii,TRUE
11987,limulus polyphemus,limulus polyphemus,FALSE
12103,liosaccus pachygaster,sphoeroides pachygaster,FALSE
12125,lissodelphis borealis,lissodelphis borealis,TRUE
12126,lissodelphis peronii,lissodelphis peronii,TRUE
12137,lithognathus lithognathus,lithognathus lithognathus,TRUE
12242,littoraria flammea,littoraria flammea,FALSE
12244,liza luciae,liza luciae,FALSE
12246,lobodon carcinophaga,lobodon carcinophagus,TRUE
12302,lontra canadensis,lontra canadensis,FALSE
12303,lontra felina,lutra felina,FALSE
12305,lontra provocax,lutra canadensis provocax,FALSE
12382,lottia alveus,lottia alveus,FALSE
12404,luciogobius pallidus,luciogobius pallidus,FALSE
12416,lutjanus analis,lutjanus analis,FALSE
12417,lutjanus cyanopterus,lutjanus cyanopterus,FALSE
12419,lutra lutra,lutra lutra,FALSE
12421,lutra sumatrana,lutra sumatrana,FALSE
12427,lutrogale perspicillata,lutrogale perspicillata,FALSE
12695,malaclemys terrapin,malaclemys terrapin,TRUE
12807,marginella chalmersi,marginella chalmersi,FALSE
12808,marginella gemma,marginella gemma,FALSE
12809,marginella liparozona,marginella liparozona,FALSE
12810,marginella melvilli,marginella melvilli,FALSE
13006,megaptera novaeangliae,megaptera novaeangliae,TRUE
13045,melanogrammus aeglefinus,melanogrammus aeglefinus,FALSE
13145,menidia conchorum,menidia conchorum,FALSE
13232,mesogobius batrachocephalus,mesogobius batrachocephalus,FALSE
13238,mesonerilla prospera,leptonerilla prospera,FALSE
13241,mesoplodon bidens,mesoplodon bidens,TRUE
13242,mesoplodon bowdoini,mesoplodon bowdoini,FALSE
13243,mesoplodon carlhubbsi,mesoplodon carlhubbsi,FALSE
13244,mesoplodon densirostris,mesoplodon densirostris,TRUE
13245,mesoplodon europaeus,mesoplodon europaeus,TRUE
13247,mesoplodon grayi,mesoplodon grayi,TRUE
13248,mesoplodon hectori,mesoplodon hectori,FALSE
13249,mesoplodon layardii,mesoplodon layardii,TRUE
13250,mesoplodon mirus,mesoplodon mirus,TRUE
13251,mesoplodon peruvianus,mesoplodon peruvianus,TRUE
13252,mesoplodon stejnegeri,mesoplodon stejnegeri,TRUE
13581,mirounga angustirostris,mirounga angustirostris,TRUE
13583,mirounga leonina,mirounga leonina,TRUE
13653,monachus monachus,monachus monachus,TRUE
13654,neomonachus schauinslandi,no match,TRUE
13655,neomonachus tropicalis,no match,FALSE
13704,monodon monoceros,monodon monoceros,TRUE
13852,mordacia lapicida,mordacia lapicida,FALSE
13932,muricopsis mariangelae,muricopsis rutila mariangelae,FALSE
13933,muricopsis matildae,muricopsis matildeae,FALSE
13934,muricopsis principensis,muricopsis principensis,FALSE
14048,mycteroperca cidi,mycteroperca cidi,TRUE
14049,mycteroperca jordani,mycteroperca jordani,TRUE
14050,mycteroperca microlepis,mycteroperca microlepis,TRUE
14051,mycteroperca olfax,mycteroperca olfax,TRUE
14052,mycteroperca prionura,mycteroperca prionura,TRUE
14053,mycteroperca rosacea,mycteroperca rosacea,TRUE
14054,mycteroperca rubra,mycteroperca rubra,TRUE
14214,myoxocephalus quadricornis,myoxocephalus quadricornis,FALSE
14264,myxus capensis,pseudomyxus capensis,FALSE
14363,natator depressus,natator depressa,FALSE
14500,nematostella vectensis,nematostella vectensis,FALSE
14549,neophoca cinerea,neophoca cinerea,TRUE
14561,neorapana grandis,neorapana grandis,FALSE
14562,neosalanx reganius,neosalanx reganius,FALSE
14831,nodipecten magnificus,nodipecten magnificus,FALSE
15106,odobenus rosmarus,odobenus rosmarus,TRUE
15108,odobenus rosmarus,odobenus rosmarus,FALSE
15184,ogilbia galapagosensis,ogilbia galapagosensis,FALSE
15239,oxyurichthys keiensis,oxyurichthys keiensis,FALSE
15269,ommatophoca rossii,ommatophoca rossii,TRUE
15270,omphalotropis albocarinata,duritropis albocarinata,FALSE
15271,omphalotropis carolinensis,omphalotropis carolinensis,FALSE
15273,omphalotropis cookei,omphalotropis cookei,FALSE
15274,omphalotropis elegans,omphalotropis elegans,FALSE
15275,omphalotropis elongatula,omphalotropis elongatula,FALSE
15276,omphalotropis erosa,omphalotropis erosa,FALSE
15278,omphalotropis fragilis,omphalotropis fragilis,FALSE
15279,omphalotropis gracilis,omphalotropis gracilis,FALSE
15280,omphalotropis guamensis,omphalotropis guamensis,FALSE
15281,omphalotropis howeinsulae,omphalotropis howeinsulae,FALSE
15283,omphalotropis laevigata,chalicopoma laevigatum,FALSE
15284,omphalotropis laticosta,omphalotropis laticosta,FALSE
15285,omphalotropis latilabris,omphalotropis latilabris,FALSE
15286,omphalotropis mutica,omphalotropis mutica,FALSE
15287,omphalotropis ochthogyra,omphalotropis ochthogyra,FALSE
15288,omphalotropis picta,omphalotropis picta,FALSE
15289,omphalotropis pilosa,omphalotropis pilosa,FALSE
15290,omphalotropis quadrasi,omphalotropis quadrasi,FALSE
15291,omphalotropis semicostulata,chalicopoma semicostulatum,FALSE
15292,omphalotropis striatapila,omphalotropis striatipila,FALSE
15293,omphalotropis submaritima,omphalotropis submaritima,FALSE
15295,omphalotropis suturalis,omphalotropis suturalis,FALSE
15296,omphalotropis tumidula,omphalotropis tumidula,FALSE
15297,omphalotropis plicosa,omphalotropis plicosa,FALSE
15298,omphalotropis hieroglyphica,omphalotropis hieroglyphica,FALSE
15419,orcaella brevirostris,orcaella brevirostris,FALSE
15421,orcinus orca,orcinus orca,TRUE
15873,pagrus pagrus,pagrus pagrus,TRUE
15939,pandaka pygmaea,pandaka pygmaea,FALSE
16011,favonigobius melanobranchus,favonigobius melanobranchus,FALSE
16012,favonigobius reichei,favonigobius reichei,FALSE
16083,paradoxa confirmata,pradoxa confirmata,FALSE
16084,paradoxa thomensis,pradoxa thomensis,FALSE
16185,parapinnixa affinis,parapinnixa affinis,FALSE
16238,paretroplus polyactis,paretroplus polyactis,FALSE
16474,pegasus lancifer,pegasus lancifer,TRUE
16475,pegasus laternarius,pegasus laternarius,TRUE
16476,pegasus volitans,pegasus volitans,TRUE
16477,pegasus volitans,pegasus volitans,FALSE
16478,pegasus volitans,pegasus volitans,FALSE
16503,pelochelys bibroni,no match,TRUE
16564,peponocephala electra,peponocephala electra,TRUE
16781,petromyzon marinus,petromyzon marinus,FALSE
16869,phallodriloides macmasterae,phallodriloides macmasterae,FALSE
16870,phallostethus dunckeri,phallostethus dunckeri,FALSE
17013,phoca vitulina,phoca vitulina,FALSE
17014,phoca vitulina,phoca vitulina,FALSE
17020,phoca vitulina,phoca vitulina,FALSE
17021,phoca vitulina,phoca vitulina,FALSE
17022,phoca vitulina,phoca vitulina,FALSE
17023,phoca largha,phoca largha,TRUE
17026,phocarctos hookeri,phocarctos hookeri,TRUE
17027,phocoena phocoena,phocoena phocoena,TRUE
17028,phocoena sinus,phocoena sinus,TRUE
17029,phocoena spinipinnis,phocoena spinipinnis,TRUE
17030,phocoena phocoena,phocoena phocoena,FALSE
17031,phocoena phocoena,phocoena phocoena,TRUE
17032,phocoenoides dalli,phocoenoides dalli,TRUE
17096,phycodurus eques,phycodurus eques,TRUE
17177,phyllopteryx taeniolatus,phyllopteryx taeniolatus,TRUE
17245,physiculus helenaensis,physiculus helenaensis,FALSE
17595,plecoglossus altivelis,plecoglossus altivelis,FALSE
17604,plectranthias chungchowensis,plectranthias whiteheadi,FALSE
17710,myzopsetta ferruginea,no match,FALSE
17974,ponapella pihapiha,ponapella pihapiha,FALSE
17977,pontinus nigropunctatus,pontinus nigropunctatus,FALSE
17978,pontoporia blainvillei,pontoporia blainvillei,TRUE
18145,priolepis robinsi,priolepis robinsi,FALSE
18175,pristis pectinata,pristis pectinata,FALSE
18374,protemblemaria punctata,protemblemaria punctata,TRUE
18376,proterorhinus marmoratus,proterorhinus marmoratus,FALSE
18383,prototroctes maraena,prototroctes maraena,FALSE
18428,psephurus gladius,psephurus gladius,FALSE
18510,pseudochromis pesi,pseudochromis pesi,FALSE
18546,pseudomugil majusculus,pseudomugil majusculus,FALSE
18596,pseudorca crassidens,pseudorca crassidens,TRUE
18878,pungitius pungitius,pungitius pungitius,FALSE
19037,quadrasiella clathrata,quadrasiella clathrata,FALSE
19038,quadrasiella mucronata,quadrasiella mucronata,FALSE
19301,ranella olearia,ranella olearium,FALSE
19302,ranella parthenopaeum,monoplex parthenopeus,FALSE
19387,redigobius dewaali,redigobius dewaali,FALSE
19388,redigobius bikolanus,redigobius bikolanus,FALSE
19488,rhincodon typus,rhincodon typus,TRUE
19735,kryptolebias marmoratus,kryptolebias marmoratus,FALSE
19798,parasaccogaster melanomycter,parasaccogaster melanomycter,FALSE
19855,salmo salar,salmo salar,FALSE
19875,salvelinus confluentus,salvelinus confluentus,FALSE
19896,sanopus astrifer,sanopus astrifer,FALSE
19897,sanopus greenfieldorum,sanopus greenfieldorum,FALSE
19898,sanopus reticulatus,sanopus reticulatus,FALSE
19899,sanopus splendidus,sanopus splendidus,FALSE
19938,scaevatula amancicoi,scaevatula amancioi,FALSE
19939,scaevatula pellisserpentis,scaevatula pellisserpentis,FALSE
19950,scarus guacamaia,scarus guacamaia,TRUE
20047,scomberomorus concolor,scomberomorus concolor,TRUE
20084,sebastes fasciatus,sebastes fasciatus,FALSE
20085,sebastes paucispinus,sebastes paucispinis,FALSE
20268,siphonaria compressa,siphonaria compressa,FALSE
20314,solegnathus dunckeri,solegnathus dunckeri,TRUE
20315,solegnathus hardwickii,solegnathus hardwickii,TRUE
20316,solegnathus lettiensis,solegnathus lettiensis,TRUE
20317,solegnathus robustus,solegnathus robustus,TRUE
20318,solegnathus spinosissimus,solegnathus spinosissimus,TRUE
20425,sousa teuszii,sousa teuszii,FALSE
20724,stegastes sanctaehelenae,stegastes sanctaehelenae,FALSE
20729,stenella attenuata,stenella attenuata,TRUE
20730,stenella clymene,stenella clymene,TRUE
20731,stenella coeruleoalba,stenella coeruleoalba,TRUE
20732,stenella frontalis,stenella frontalis,TRUE
20733,stenella longirostris,stenella longirostris,TRUE
20738,steno bredanensis,steno bredanensis,TRUE
20795,stereolepis gigas,stereolepis gigas,FALSE
20855,stiphodon surrufus,stiphodon surrufus,FALSE
20861,sander marinus,sander marinus,FALSE
21257,syngnathus abaster,syngnathus abaster,TRUE
21308,tachypleus gigas,tachypleus gigas,FALSE
21309,tachypleus tridentatus,tachypleus tridentatus,FALSE
21326,taenioides jacksoni,taenioides jacksoni,FALSE
21341,takifugu niphobles,takifugu niphobles,TRUE
21342,takifugu poecilonotus,takifugu poecilonotus,TRUE
21343,takifugu xanthopterus,takifugu xanthopterus,TRUE
21500,tasmacetus shepherdi,tasmacetus shepherdi,TRUE
21560,teinostoma fernandesi,teinostoma fernandesi,FALSE
21561,teinostoma funiculatum,teinostoma funiculatum,FALSE
21628,teramulus kieneri,teramulus kieneri,FALSE
21681,thaanumella angulosa,thaanumella angulosa,FALSE
21682,thaanumella cookei,thaanumella cookei,FALSE
21689,thalassoma ascensionis,thalassoma ascensionis,TRUE
21856,thunnus alalunga,thunnus alalunga,TRUE
21857,thunnus albacares,thunnus albacares,TRUE
21858,thunnus maccoyii,thunnus maccoyii,TRUE
21859,thunnus obesus,thunnus obesus,TRUE
21860,thunnus thynnus,thunnus thynnus,TRUE
21861,thunnus alalunga,thunnus alalunga,FALSE
21862,thunnus alalunga,thunnus alalunga,FALSE
21994,torquigener brevipinnis,torquigener brevipinnis,TRUE
22003,totoaba macdonaldi,totoaba macdonaldi,FALSE
22103,trichechus manatus,trichechus manatus,FALSE
22104,trichechus senegalensis,trichechus senegalensis,FALSE
22105,trichechus manatus,trichechus manatus,FALSE
22106,trichechus manatus,trichechus manatus,FALSE
22135,tridacna crocea,tridacna crocea,FALSE
22136,tridacna derasa,tridacna derasa,FALSE
22137,tridacna gigas,tridacna gigas,FALSE
22138,tridacna maxima,tridacna maxima,FALSE
22139,tridacna rosewateri,tridacna rosewateri,FALSE
22140,tridacna squamosa,tridacna squamosa,FALSE
22141,tridacna mbalavuana,tridacna mbalavuana,FALSE
22563,tursiops truncatus,tursiops truncatus,TRUE
22594,typhlatya iliffei,typhlatya iliffei,FALSE
22823,ursus maritimus,ursus maritimus,TRUE
23045,volvarina insulana,volvarina insulana,FALSE
23090,wrayanna soluta,wrayanna soluta,FALSE
23148,xiphias gladius,xiphias gladius,TRUE
23149,xiphias gladius,xiphias gladius,FALSE
23211,ziphius cavirostris,ziphius cavirostris,TRUE
23259,gobius ophiocephalus,zosterisessor ophiocephalus,FALSE
29609,sebastolobus alascanus,sebastolobus alascanus,FALSE
31382,rhizophora apiculata,rhizophora apiculata,TRUE
33705,dolichandrone spathacea,no match,TRUE
34364,aglaia cucullata,no match,TRUE
39302,anthias regalis,pseudanthias regalis,FALSE
39303,dermatolepis inermis,dermatolepis inermis,TRUE
39304,serranus dewegeri,paralabrax dewegeri,FALSE
39324,notorynchus cepedianus,notorynchus cepedianus,TRUE
39327,pristiophorus cirratus,pristiophorus cirratus,TRUE
39328,squatina californica,squatina californica,TRUE
39329,squatina argentina,squatina argentina,TRUE
39331,squatina occulta,squatina occulta,TRUE
39332,squatina squatina,squatina squatina,TRUE
39333,heterodontus francisci,heterodontus francisci,TRUE
39334,heterodontus portusjacksoni,heterodontus portusjacksoni,TRUE
39335,brachaelurus colcloughi,brachaelurus colcloughi,TRUE
39336,odontaspis noronhai,odontaspis noronhai,TRUE
39337,pseudocarcharias kamoharai,pseudocarcharias kamoharai,TRUE
39338,megachasma pelagios,megachasma pelagios,TRUE
39339,alopias vulpinus,alopias vulpinus,TRUE
39341,isurus oxyrinchus,isurus oxyrinchus,TRUE
39342,lamna ditropis,lamna ditropis,TRUE
39345,haploblepharus edwardsii,haploblepharus edwardsii,TRUE
39346,haploblepharus fuscus,haploblepharus fuscus,TRUE
39347,schroederichthys bivius,schroederichthys bivius,TRUE
39348,poroderma africanum,poroderma africanum,TRUE
39349,scyliorhinus capensis,scyliorhinus capensis,TRUE
39350,leptocharias smithii,leptocharias smithii,TRUE
39351,furgaleus macki,furgaleus macki,TRUE
39352,galeorhinus galeus,galeorhinus galeus,TRUE
39353,hemitriakis leucoperiptera,hemitriakis leucoperiptera,TRUE
39354,hypogaleus hyugaensis,hypogaleus hyugaensis,TRUE
39355,mustelus antarcticus,mustelus antarcticus,TRUE
39356,mustelus lenticulatus,mustelus lenticulatus,TRUE
39357,mustelus asterias,mustelus asterias,TRUE
39358,mustelus mustelus,mustelus mustelus,TRUE
39359,mustelus canis,mustelus canis,TRUE
39360,scylliogaleus quecketti,scylliogaleus quecketti,TRUE
39361,triakis acutipinna,triakis acutipinna,TRUE
39362,triakis megalopterus,triakis megalopterus,TRUE
39363,triakis semifasciata,triakis semifasciata,TRUE
39365,carcharhinus amblyrhynchos,carcharhinus amblyrhynchos,TRUE
39366,carcharhinus amboinensis,carcharhinus amboinensis,TRUE
39367,carcharhinus borneensis,carcharhinus borneensis,TRUE
39368,carcharhinus brevipinna,carcharhinus brevipinna,TRUE
39369,carcharhinus hemiodon,carcharhinus hemiodon,TRUE
39370,carcharhinus falciformis,carcharhinus falciformis,TRUE
39371,carcharhinus leiodon,carcharhinus leiodon,TRUE
39372,carcharhinus leucas,carcharhinus leucas,TRUE
39373,carcharhinus limbatus,carcharhinus limbatus,FALSE
39374,carcharhinus longimanus,carcharhinus longimanus,TRUE
39375,carcharhinus melanopterus,carcharhinus melanopterus,TRUE
39377,carcharhinus plumbeus,carcharhinus plumbeus,FALSE
39378,galeocerdo cuvier,galeocerdo cuvier,TRUE
39379,glyphis glyphis,glyphis glyphis,TRUE
39380,negaprion brevirostris,negaprion brevirostris,TRUE
39381,prionace glauca,prionace glauca,TRUE
39382,rhizoprionodon terraenovae,rhizoprionodon terraenovae,TRUE
39384,triaenodon obesus,triaenodon obesus,TRUE
39385,sphyrna lewini,sphyrna lewini,TRUE
39386,sphyrna mokarran,sphyrna mokarran,TRUE
39387,sphyrna tiburo,sphyrna tiburo,TRUE
39388,sphyrna zygaena,sphyrna zygaena,TRUE
39389,anoxypristis cuspidata,anoxypristis cuspidata,TRUE
39390,pristis clavata,pristis clavata,TRUE
39393,pristis zijsron,pristis zijsron,TRUE
39394,rhynchobatus djiddensis,rhynchobatus djiddensis,TRUE
39396,tetronarce californica,tetronarce californica,TRUE
39399,raja clavata,raja clavata,TRUE
39400,raja microocellata,raja microocellata,TRUE
39413,urogymnus asperrimus,urogymnus asperrimus,TRUE
39414,fontitrygon ukpam,fontitrygon ukpam,TRUE
39416,myliobatis californicus,myliobatis californica,TRUE
